preprocessed_tweets,tweet_content,tweet_label,confidence
keracunan mbg berulang bangun  bentuk tim investigasi khusus keamanan pangan,"Kasus Keracunan MBG Terus Berulang, BGN Bentuk Tim Investigasi Khusus Demi Keamanan Pangan https://t.co/V5EQvbCJuy",neutral,0.9986281394958496
mbg medan baby girl,mbg medan baby girl,neutral,0.9805935621261596
kritisi mbg please,"@tirta_cipeng kritisi MBG pak, please 😖😖😖😖😖",negative,0.9336308836936952
program mbg bagus presiden lihat dengar masyarakat,Program bapak MBG sangat bagus pak presiden @prabowo tapi bapak harus lihat dan dengar yg terjadi di masyarakat 🙏 @prabowo @bang_dasco @Gerindra 🙏🙏 https://t.co/DfVtuFaajJ,positive,0.9961146116256714
sayangnya mic beliau dimatiin bragging mbg ditutup hidup j wi,@ARSIPAJA Sayangnya mic beliau dimatiin kalau ga bakal sampe bragging MBG itu. Dan bakal ditutup dengan HIDUP J*K*WI !!!,negative,0.986621916294098
keracunan mbg kabupaten bandung barat 500 siswa beda sekolah beda dapur,"@txtdrimedia Keracunan MBG di Kab Bandung Barat hari ini, 500 siswa beda sekolah beda dapur !",neutral,0.998835265636444
keracunan kemarin rabu 24 025 siswa cipongkor kabupaten bandung barat kbb rabu 24 september 2025 diduga keracunan mbg korban keracunan gor puskesmas penanganan medis,"SETELAH KERACUNAN KEMARIN
HARI INI RABU 24/025 TERJADI LAGI DI TEMPAT YG SAMA.
Siswa di Cipongkor, Kab Bandung Barat (KBB) Rabu, 24 September 2025 diduga keracunan MBG. Hingga saat ini para korban keracunan masih berdatangan Gor dan Puskesmas untuk mendapatkan penanganan medis. https://t.co/d7QreC2STB",neutral,0.9990270137786864
program mbg solusi nyata gizi anak anak papua bantu tumbuh generasi sehat,"@sofyan_udi71 Program mbg jadi solusi nyata atas masalah gizi anak-anak Papua, bantu mereka tumbuh jadi generasi sehat",neutral,0.8608559370040894
keracunan massal mbg paud bandung barat korban mencapai 393 anak,"TERJADI LAGI KERACUNAN MASSAL MBG PAUD- SMA DI BANDUNG BARAT, KORBAN MENCAPAI 393 ANAK.... https://t.co/sJUUHwV6rp",neutral,0.9989049434661864
iya mbg terbaik masakan orang tua,"iya lah, mbg terbaik adalah masakan ortu",positive,0.9979333877563475
lihat laporan keracunan program mbg daerah bandung barat berdasarkan data bangun  september 2025 ribuan 4 711 6 452 sumber kompas bbc cnn bpom investigasi saran laporkan otoritas resmi,"@kusjantonoWK @HaloBPOM1500533 @BPOM_RI Saya lihat ada laporan keracunan dari program MBG di berbagai daerah, termasuk Bandung Barat. Berdasarkan data BGN hingga September 2025, ada ribuan kasus (4.711-6.452 menurut sumber seperti Kompas, BBC, CNN). BPOM sedang investigasi. Saran: Laporkan ke otoritas resmi untuk",neutral,0.9991231560707092
prabowo prabowo meeting melulu program mbg nya dipause cari solusi keracunan generasi bangsa ituuu,"@prabowo pak wowo udah pak wowo,, jgn meeting mulu pak.. program MBG nya dipause dlu pak, cari solusi lain .. banyak yg keracunan itu generasi bangsa ituuu ... https://t.co/igEo9UM3cr",negative,0.9890029430389404
sih biar mbg diberentiin,Gimana sih caranya biar mbg diberentiin? 🙄,negative,0.7410078644752502
program mbg bikin anak papua paham gizi kesehatan,Program MBG bikin semua anak Papua paham kalau gizi itu penting buat kesehatan dan masa depan https://t.co/DpTz6ZQJCQ,neutral,0.9731616973876952
sio miris e mbg nya,@ibebrumbrapuk @jondhez @ruliemaulana Sio miris e mbg nya,negative,0.9990060925483704
dihentikan gaji amp tunjangan duitnya gila²an mbg proyek nya tni polri anggota dewan,"Kalau dihentikan mereka ga dapat gaji &amp; tunjangan lg..

Tau sendiri lah duitnya gila²an di MBG itu..

Itu kan proyek nya TNI POLRI dan para anggota dewan..

😅😁😂 https://t.co/aGgK5ZsEum",negative,0.9990307092666626
program mbg evaluasi total mjd bom merusak citra pemerintahan siswa2 keracunan beres dari  smp dapur tangan2 kotor merusak mbg,"Program MBG ini kl tidak di evaluasi secara total bisa mjd bom waktu yg bisa merusak citra pemerintahan @prabowo @gibran_tweet ,dari hari ke hari makin banyak siswa2 yg keracunan. Banyak yg nggak beres mulai dr atas smp bawah ( dapur ),ada tangan2 kotor yg ingin merusak MBG ini.",negative,0.9993906021118164
mbg program jahat dzolim pendidikan,"MBG itu program jahat, dzolim terhadap pendidikan",negative,0.9994354844093324
berhenti mbg berhenti mbg berhenti mbg berhenti mbg berhenti mbg berhenti mbg berhenti mbg berhenti mbg,"STOP MBG
STOP MBG
STOP MBG
STOP MBG
STOP MBG
STOP MBG
STOP MBG
STOP MBG",negative,0.9935246706008912
berharap nepalkan mbg kg berpikir,@txtdrimedia Berharap d  nepalkan karna MBG bolehkah...??? Rasa kg ngotak...,negative,0.9986597299575806
mbg persaingan politik bisnis berkeringat kebagian mengelola dapur sppg protes kesana kemari,"@ARSIPAJA MBG 
antara Persaingan POLITIK dan BISNIS.
Banyak yg katanya sudah berkeringat, namun tak kebagian mengelola Dapur SPPG. jadi protes kesana kemari.",neutral,0.9973071813583374
dipolisikan keracunan mbg bermunculan kabupaten bandung barat 500 anak keracunan,"Selama belum ada yg dipolisikan, maka kasus keracunan MBG akan terus bermunculan. Kab Bandung Barat hari ini 500 anak keracunan @prabowo @DivHumas_Polri #KeracunanMBG",neutral,0.9990203380584716
berhenti mbg duitnya kasih ortunya dapur persekolah keracunan tinggal tindak petugas dapurnya,"Stop MBG atau duitnya kasih ke ortunya atau buat dapur persekolah, jadi kalau ada yg keracunan tinggal tindak petugas dapurnya",negative,0.9959588646888732
anak anak papua tumbuh percaya kebutuhan gizinya tercukupi program mbg,@sofyan_udi71 Anak-anak Papua tumbuh percaya diri karena tahu kebutuhan gizinya tercukupi sama program mbg,positive,0.9960495829582214
curhat anaknya korban keracunan mbg semoga terulang meresahkan,"Curhat Ibu yang Anaknya Jadi Korban Keracunan MBG: Semoga Tidak Terulang, Ini Meresahkan

https://t.co/VbGKowYEAX",negative,0.9975903034210204
meningkat gizinya program mbg makan usaha dapur mbg manfaat dana mbg dikasih orang tua murid negara iebih hemat kekurangannya uang dikorupsi pilih,"@Yurissa_Samosir @prabowo @choymarkochoy_ @ay_prakasa2225 @JamalBoegis @msaid_didu @AmaluddinSSili1 @nomerorae @Panitia68285950 @PutriKayan16645 @v_arumsepty Yang jadi pertanyaan sebenarnya siapa yang meningkat gizinya dari program MBG ini, yang makan atau yang punya usaha dapur MBG ?

Banyak manfaat jika dana MBG dikasih ke orang tua murid. Negara Iebih hemat namun ada kekurangannya duit ga bisa dikorupsi. Pilih mana ? 🙈",positive,0.9178358912467957
laporan media x bilang anak sd susah makan menu mbg formal kaya nasi lauk sayur keracunan selera pemerintah bilang evaluasi kualitas amp variasi menu biar disukai adaptasi selera lokal edukasi nutrisi,"@labyod @arhesvisha @ainunnajib @prabowo Bener, banyak laporan di media dan X bilang anak SD susah makan menu MBG yg formal kaya nasi+lauk+sayur, ada yg sampe keracunan atau ga selera. Pemerintah bilang lagi evaluasi kualitas &amp; variasi menu biar lebih disukai. Mungkin perlu adaptasi selera lokal atau edukasi nutrisi.",neutral,0.902581512928009
anak sekolah keracunan mbg go internasional,"@tempodotco padahal anak sekolah di sini keracunan mbg, malah mau go internasional",neutral,0.6882563829421997
berat dana mbg dialihkan sektor mbg batal uangnya masuk sektor pendidikan,"@txtdrimedia makanya aku agak berat kalo dana MBG dialihkan ke sektor lain...
harusnya kalo MBG batal, berarti uangnya kembali masuk ke sektor pendidikan 🥲🥲",neutral,0.998320996761322
menunggu kroto masuk menu mbg kak alternatif protein,"@litaelyn @dosenkesmas menunggu kroto masuk menu MBG kita kak, sebagai alternatif protein  😵‍💫",neutral,0.988825500011444
sehebat apapun pidato prabowo pulang amrik berhadapan klb keracunan mbg ijasah abal abal wapresnya,"Sehebat apapun pidato prabowo, pulang dari amrik tetap berhadapan dgn KLB keracunan MBG dan ijasah abal-abal wapresnya.",negative,0.9981220364570618
mbg tujuan utamanya makan bergizi cuan mereka ,@ARSIPAJA MBG tujuan utamanya bkn utk makan bergizi tp cuan utk mrk,positive,0.9638878703117372
baca berita mbg kaya kebakaran jenggot,lama lama baca berita mbg udah kaya kebakaran jenggot,negative,0.9987394213676452
sisihkan dana mbg operasional sekolah tetap  berdiri,@zoelfick Sisihkan dana MBG utk operasional sekolah ini spy ttp bisa berdiri.,neutral,0.9970581531524658
majunya papua anak anak sehat program mbg bantu wujudkan,"Majunya Papua dimulai dari anak-anak yang sehat, dan program mbg bantu wujudkan itu https://t.co/fiUwEq8COW",neutral,0.9668116569519044
anak selera makan menu mbg anak sd susah makan formal nasi lauk sayur,"@grok @arhesvisha @ainunnajib @prabowo Yg terjadi adalah bnyk anak ga selera (ga mau makan) dgn menu MBG, terutama anak sd yg susah makan formal (nasi lauk sayur)",positive,0.9157698750495912
huge move bitbond brings proven tokenization rails multibank brings global scale together it makes mbg one of the credible rwa plays out there,"@BazukaBt @multibank_io Huge move,  Bitbond brings proven tokenization rails, MultiBank brings global scale. Together it makes $MBG one of the most credible RWA plays out there.",positive,0.7540751695632935
bahas mbg kelas kolaborasi nakes gizi memang  ngatur makanannya porsinya pokoknya  diperhitungin kaya gini itu  urusan masak packing makanan basi panas ditutup tempatnya masaknya pagi sekali ,"@txtdrpemerintah pernah bahas kasus mbg di kelas kolaborasi nakes, gizi kan emang yg ngatur makanannya apa, porsinya, pokonya diperhitungin. nah kalo ada kasus kaya gini tu urusan yg masak sma packing. banyak makanan basi karena masih panas udah ditutup tempatnya, jg masaknya dari pagi banget 😮‍💨",positive,0.9922187328338624
mendadak mbg,Mendadak MBG,negative,0.9971786737442015
kumpulan orang koplak butuh mbg prabowo iq meningkat,@LembagaKERIS @barengwarga @barengwarga kumpulan orang koplak yg butuh MBG Prabowo supaya IQ meningkat,neutral,0.9879708886146544
brooo makanan mbg sop keracunan orang tidak tahu masak ngawasin,"@daminasonee @tempodotco Brooo makanan yang dari MBG dengan berbagai SOP aja ada yg keracunan, apalagi orang sekitar yg kita gatau cara mereka masak dan siapa yg ngawasin?",negative,0.998120367527008
belajar undip mbg foodtruk harinya ribuan susu makanan bergizi gratis mahasiswanya tidak  ribet enak faktor utama mbg pengawasan penanggung terkesan berpengalaman,"Mungkin bisa belajar dari UNDIP sebelum ada MBG udah ada Foodtruk yg tiap harinya ngasih ribuan susu+makanan bergizi gratis bagi mahasiswanya nggk ribet dan enak. Faktor utama MBG ini kurang pengawasan dan penanggung jawabnya yg terkesan asal dan nggak berpengalaman,",positive,0.9985268115997314
polres mataram nusa tenggara barat menyelidiki dugaan siswa sekolah dasar wilayah narmada kabupaten lombok barat mengalami keracunan menyantap makanan pelaksanaan program makan bergizi gratis mbg,"Polres Mataram, Nusa Tenggara Barat menyelidiki kasus dugaan sejumlah siswa sekolah dasar di wilayah Narmada, Kabupaten Lombok Barat mengalami keracunan usai menyantap makanan dari pelaksanaan program Makan Bergizi Gratis (MBG).
https://t.co/XGHs7XDy8G

#beritaterkini",neutral,0.998753547668457
slot mvrk in at infra for rwas that actually works pair it with mbg for tradfi backing and now my dad portfolio looks like hopium more like long term rails,"@RWAwatchlist_ slot $MVRK in at #1 🟠 Infra for RWAs that actually works. Pair it with $MBG for TradFi backing, and now my dad-portfolio looks less like hopium, more like long-term rails 😂",positive,0.9979819059371948
breaking news rabu 24 september 2025 1 innalillahi melonjak korban mbg bandung amp garut 2 tersangka reni rahmawati sukabumi 3 polisi cirebon berhenti strobo sirine 4 tasya farasya nkri prabowo 5 wisata cisarua bogor segel klik audionya,"BREAKING NEWS RABU 24 SEPTEMBER 2025

1. INNALILLAHI MELONJAK KORBAN MBG BANDUNG &amp; GARUT
2. TERSANGKA KASUS RENI RAHMAWATI SUKABUMI
3. POLISI CIREBON STOP STROBO SIRINE
4. TASYA FARASYA NKRI PRABOWO 
5.  WISATA CISARUA BOGOR DI SEGEL

Klik audionya 

https://t.co/2k3tLkCiTh",neutral,0.9989935755729676
said didu semprot ksp qodari buntut pernyataan anggaran mbg perdana menteri,Said Didu 'Semprot' KSP Qodari Buntut Pernyataan Soal Anggaran MBG: Anda Bukan Perdana Menteri! https://t.co/hHHs9arJyJ,neutral,0.9989622831344604
masakan dimasak pagi makan malam menyebabkan keracunan masakan mbg jam langsung keracunan contoh pas lebaran 3 lebaran masakannya itu2 basi menyebabkan keracunan,"@kompascom Kenapa masakan ibu yang dimasak pagi terus di makan malem ga menyebabkan keracunan, tapi masakan mbg beberapa jam saja langsung pada keracunan? Contoh.. kalo pas lebaran itu sampe +3 lebaran masakannya itu2 aja.. ga basi dan menyebabkan keracunan? Kenapa begitu?",negative,0.9965834021568298
mbg is your key to a new financial ecosystem,@BazukaBt @multibank_io $MBG is your key  to a new financial ecosystem,neutral,0.992262363433838
rill makanan beracun gratis anjing mbg kakak perempuan korban keracunan,Rill makanan beracun gratis anjir mbg teh. Makin hari makin banyak korban keracunan,neutral,0.9951217770576476
program mbg cerita anak papua makan sehat,"Melalui program mbg, nggak ada lagi cerita anak Papua kurang makan sehat https://t.co/Js0aJmjnVh",neutral,0.9955109357833862
bocah smp merokok antum 15k pls mbg iya benerin anjg apalah pemerintah,"@cdontact ga, bocah smp aja banyak yang ngerokok. antum kira 15k itu ntar jadi apa? tapi pls mbg kalopun mau bener ya benerin anjg, apalah pemerintah",negative,0.9994788765907288
2 3 rumah toko kosong mixue bangunan bekas kafe dapur mbg,"Kalo 2-3 taun lalu ruko kosong jadi mixue, sekarang bangunan bekas kafe jadi dapur mbg🤡",neutral,0.9980409741401672
dpr anak cucu memang  terpikirkan begitu  salah keluarganya korban mbg,@txtdrimedia DPR itu pasti punya anak-cucu kan? Emang gak sampe kepikiran gitu kalo semisal salah satu keluarganya jadi korban MBG?,neutral,0.7602071166038513
petinggi2 bangun  tolong investigasi evaluasi sop sistem produksi dan seterusnya korban jiwa program mbg,"@prabowo @bang_dasco dan petinggi2 BGN, tolong investigasi dan evaluasi secara menyeluruh, mulai SOP, sistem produksi, dst., jgn sampai ada korban jiwa utk program MBG ini",neutral,0.9351216554641724
ingat  sekali  ketemu istri puskesmas pas sama² keracunan mbg,jadi inget banget dulu ketemu istri di puskesmas pas sama² keracunan MBG 🥰,neutral,0.959888517856598
indonesia uang mbg,Indonesia punya uang sebanyak itu malah buat mbg,neutral,0.9964205026626588
senator ahmad nawardi mbg dorong kesehatan anak ciptakan lapangan kerja serap produk lokal,"Senator Ahmad Nawardi: MBG Dorong Kesehatan Anak, Ciptakan Lapangan Kerja, dan Serap Produk Lokal https://t.co/C9gNIIR7h6 https://t.co/whIB34XJoM",neutral,0.9987439513206482
orang tua voter genap anaknya keracunan mbg perasaannya bahagia senang puas gembira bersyukur kah penasaran,"@BosPurwa Para ortu voter genap yang anaknya keracunan MBG kira-kira perasaannya bahagia, senang, puas, gembira atau bersyukur kah?
Penasaran.",positive,0.947858989238739
jutaan siswa ribuan sekolah ribuan dapur mbg pengawasannya,"@SujarwoSuryati Jutaan siswa, ribuan sekolah, dan ribuan dapur MBG.. PENGAWASANNYA GIMANA?...",negative,0.9988120794296264
plt kepala dinas kesehatan kabupaten bandung barat lia sukandar korban keracunan mengkonsumsi mbg,"Plt Kepala Dinas Kesehatan Kabupaten Bandung Barat, Lia N. Sukandar, mengatakan sebagian besar korban keracunan usai mengkonsumsi MBG.

 https://t.co/p5pT4kO4fH",neutral,0.9990284442901612
geli lihat mbg,@Twittysweetie_ @qrivasi lebih geli liat MBG,negative,0.9776825308799744
habis  makan  mbg kah,@nonefaults Hbs mkn mbg kah?,negative,0.9675451517105104
korban diduga keracunan mbg bandung barat 369 orang,"Korban Diduga Keracunan MBG di Bandung Barat Menjadi 369 Orang 

https://t.co/H50kq99JOV",neutral,0.9975746273994446
piring anak papua penuh gizi mbg hadir,Setiap piring anak Papua kini penuh gizi karena mbg selalu hadir untuk mereka https://t.co/C3O3Dwr5YK,neutral,0.99735426902771
penyedotan dana pendidikan banyaknya siswa keracunan mbg menunjukan kapitalisme inkompeten generasi muda,"Kasus penyedotan dana pendidikan dan banyaknya siswa keracunan MBG, menunjukan sekali lagi bahwa kapitalisme inkompeten dengan generasi muda.",negative,0.974445641040802
sekarang  ganti basi mbg,@Augiuno mulai skrg ganti kata basi dgn kata mbg,neutral,0.9572573304176332
angaran pendidikan tukarkan mbg lebih baik pending 2026 2029,@Catatan_ali7 @prabowo Angaran pendidikan yang di tukarkan dengan MBG kalau tak mampu mending di pending masih ada tahun depan 2026-2029 masih lama lagi.,neutral,0.928910195827484
hoooiii sih berpikir sedikit  keselamatan nyawa anak anak kekhawatiran orang tua anaknya terbaring lemah akibat keracunan mbg pemerintah butuh makan gratis kerja bagus senang ,"@kompascom Hoooiii,,loe bisa gak sih ngotak dikit?!
ini soal keselamatan nyawa anak-anak kita,
ini soal kekhawatiran para orang tua yang melihat anaknya terbaring lemah akibat keracunan MBG.
""Buat pemerintah,kami tidak butuh makan gratis.kalian kerja dengan bagus saja kita sudah seneng"". https://t.co/FV1cxY4RRQ",positive,0.6368245482444763
post keracunan mbg tega miris sedih lihat berita anak keracunan mbg seakan tsm menghancurkan bonus demografi indonesia indonesia maju,"Aku TDK pernah post keracunan MBG Krn tdk tega

Miris dan sedih tiap hari lihat berita anak2 keracunan MBG, seakan TSM utk menghancurkan bonus demografi Indonesia. Indonesia tdk boleh maju

#StopMBG https://t.co/34KqTwJQHb",negative,0.9990606904029846
ulah orang dukung mbg,🙄 pasti ulah orang yg dukung MBG 🙃,positive,0.9909117221832277
imagine this today demonsration is about mbg tomorrow about our representative and the one is targetting police reform more and more without a break i m pretty fucking sure we will outnumbered them if we do this on regular basis,"Imagine this, today demonsration is about MBG, tomorrow about our representative, and the next one is targetting police reform. More and more, without a break. I'm pretty fucking sure we will outnumbered them if we do this on regular basis.",neutral,0.4448086321353912
i m maaf and i m not hoping for this but i think this mbg program will only end when there is a death case only if the case is not covered up and the government has a heart,"i'm sorry, and i'm not hoping for this, but i think this mbg program will only end when there is a death case, only IF the case is not covered up AND the government still has a heart.",negative,0.6903983354568481
iyaa nglarang anakku makan mbg,"@txtdrimedia KLO AKU IYAA, NGLARANG ANAKKU MAKAN MBG.",negative,0.6853082776069641
iya begimane khawatir anaknya habis makan mbg pulangnya langsung muntah muntah,"ya begimane gak khawatir, kalo anaknya abis makan mbg pulangnya langsung muntah muntah?!?!?!?!",negative,0.9985470175743104
orang tionghoa berani membicarakan mbg makanan lokal antek2 rahayu profesional kearifan budaya lokal daerah kebudayaan lokal sebatas pakaian pakaian dipakai perempuan idiot,"Malah orang tionghoa yg berani membicarakan MBG dari makanan lokal. Antek2 rahayu pro kearifan budaya lokal daerah mana?

Apakah kebudayaan lokal hanya sebatas pakaian? Pakaian pun hanya yg dipakai perempuan? Idiot sekali",negative,0.8133142590522766
entomologi cabang ilmu biologi mempelajari serangga kerabatnya mencakup aspek aspek struktur siklus hidup perilaku ekologi klasifikasi pantas  cepe basi cepat belatung ulat nya mbg,"@BosPurwa Entomologi adalah cabang ilmu biologi yang mempelajari serangga dan kerabatnya, mencakup aspek-aspek seperti struktur, siklus hidup, perilaku, ekologi, dan klasifikasi

PANTESAN CEPE BASI DAN CEPET BANYAK BELATUNG DAN ULAT NYA DI MBG?",neutral,0.8882719874382019
anaknya sakit aneh lebih baik mbg tuh konsumsi ngeluarin anggaran makan melulu,Lah daripada anaknya sakit? Aneh lu. Mending mbg tuh buat konsumsi mereka lah daripada ngeluarin anggaran makan mulu 🤌🏻🤌🏻🤌🏻,negative,0.9993033409118652
burger mbg biar diy gituuu keren wkwkwkw,@cursedkidd @KedaiMamun Burger MBG aja gaksih biar bisa DIY gituuu kan keren wkwkwkw,positive,0.9689683318138124
kemarin lauknya telur  asin telur  asin makanan busuk hitungan jam telur  asinnya dibuka ulet sekacau semembahayakan anak sebenarnya  tujuan mbg sih wo,"Kemarin, lauknya telor asin, telor asin itu harusnya bukan makanan yang busuk dalam hitungan jam, tapi ternyata telor asinnya waktu baru dibuka ada ulet begini. Kalo udah sekacau ini, udah semembahayakan ini buat anak2, sebenernya tujuan mbg apa sih wo? @prabowo https://t.co/to0lGko3oN",negative,0.6009840965270996
subhanallah up presiden ri anak belum  cicipi mbg diusir dari  sekolah terancam ditutup sayangi,"Subhanallah! Up.Presiden RI @prabowo , ini anak2 blom sempat cicipi MBG pun diusir dr sekolah yg terancam ditutup! Sayangi mereka. 🥹☝️🇮🇩",neutral,0.9953595995903016
pulang mbg,"Pulang Pak, MBG!",positive,0.9510809183120728
deket rumahku buka dapur mbg loh mbg jelek beritanya masuk portal berita ramai medsos tv ditayangin oke gas oke gas,"@chiizutaebokki di deket rumahku mau buka dapur MBG loh malah. MBG jelek ini beritanya udah masuk portal berita, rame di medsos, di tv udah ditayangin, masih aja oke gas oke gas lanjut",negative,0.9958701729774476
lucuu good listener tolong update menu mbg nya yh ody,Lucuu dan sangat good listener (tolong selalu update menu mbg nya yh ody🤗),neutral,0.9970351457595824
penanggung mbg orang orang,Penanggung jawab MBG orang-orang ini,negative,0.9979655742645264
berhenti mbg,Stop MBG,negative,0.9986687898635864
qodary bicara terus-terusan saja  action usulin berhenti mbg biar mubazir amp korban,@Mdy_Asmara1701 Qodary elu jangan ngemeng aje...action dunk...usulin stop MBG biar ga mubazir &amp; makin banyak korban,negative,0.9992596507072448
mbg babi,mbg babi,negative,0.9980904459953308
terusan bermasalah tolak mbg makan korban,"@txtdrimedia Kalau terus terusan bermasalah, tolak MBG daripada terus makan korban",negative,0.99901020526886
menu ikan hiu goreng diduga pemicu 25 siswa guru keracunan mbg ketapang,"Menu Ikan Hiu Goreng Diduga Jadi Pemicu 25 Siswa dan Guru Keracunan MBG di Ketapang

https://t.co/Xc8gVqZwWP

#KeracunanMBG #MBGKetapang #MakanBergiziGratis #KeracunanMakanan #IkanHiuGoreng #Ketapang #Bitvonline",neutral,0.9986041188240052
mbg okuyup ülkede kalmak isteyenlere eczacılık kimya iya da lab teknisyenliği öneriyorum mlsf bilim yapmak çok zor,"@Strawberrysde @yesosalvatore Mbg okuyup ülkede kalmak isteyenlere eczacılık, kimya ya da lab teknisyenliği öneriyorum mlsf bilim yapmak çok zor",neutral,0.9663957357406616
mbg sih m b eracun ratis hentikan mbg nya pagar sekolah orang jualan cari nafkah kasih uang nya murid,"@Tan_Mar3M @21mntab31067 MBG, benar juga sih ( M akan B eracun G ratis), hentikan saja MBG nya pak, banyak di pagar sekolah orang kecil jualan pak , mereka cari nafkah di sana, kasih aja uang nya ke murid,",negative,0.9723172783851624
serius demo jilid 2 ngancurin mbg,serius ini ga ada demo jilid 2 buat ngancurin mbg??,negative,0.998652160167694
sesungguhnya penikmat program mbg,"@Rinyandriani90 @JoppieMagai @NenkMonica Siapa sesungguhnya penikmat program mbg   ? 
. 

.",negative,0.6514607667922974
bangun  bajingan gizi nasional bos mas cerita kepala sekolah kejar pertanggungjawaban muridnya keracunan mbg sppg mengecewakan,"BGN : BAJINGAN GIZI NASIONAL 
@Dahnilanzar
Sampaikan bos mas.

Cerita Kepala Sekolah Kejar Pertanggungjawaban Saat Muridnya Keracunan MBG, Jawaban SPPG Mengecewakan https://t.co/4e6CbyeNVP",negative,0.98451566696167
sedih sekali  iya allah pliss prabowo berhenti program mbg lihat anak sekolah keracunan,"@humaniesproject sedih banget ya allah💔
pliss pak prabowo stop program MBG ini, lihat pak banyak anak sekolah yg keracunan😔 @prabowo",negative,0.998989999294281
sumpah anjing ketebak sekali  jelly makan mbg segitu mah ceuhil saja  orang sunda mah,"@xttanttanx Sumpah anjir, gak ketebak banget kalo itu jelly😭 
Itu makan mbg segitu mah jadi ceuhil doang kalo kata orang sunda mah😭😭",negative,0.9992458820343018
berdasarkan informasi resmi bpom bangun  september 2025 sistem pengamanan produksi pangan mbg melibatkan sertifikasi p irt penerapan cppob irt pemantauan digital produksi distribusi konsumsi sekolah prosesnya bahan lokal diproses dapur mbg dicek,"@aspmtfkx @infobdg Berdasarkan info resmi dari BPOM dan BGN (September 2025), sistem pengamanan produksi pangan MBG melibatkan sertifikasi P-IRT, penerapan CPPOB-IRT, dan pemantauan digital untuk produksi, distribusi, hingga konsumsi di sekolah. Prosesnya: bahan lokal diproses di dapur MBG, dicek",neutral,0.9989175796508788
sih larang anak makan mbg wk,@txtdrimedia W sih pasti bakal larang anak w makan mbg wkwkwk,neutral,0.9465020298957824
ahli serangga kepala badan gizi nasiomal makanan mbg serangga melulu wk,Ahli serangga malah jadi Kepala Badan Gizi Nasiomal? Pantas tiap makanan MBG ada serangga mulu wkwk,neutral,0.959555208683014
keracunan mbg diserangnya gsf eksploitasi alam tanah air genosida manusia tanah diberkahi mari berprasangka allah iya sahabat surga pejuang baitul maqdis kuat bersatu kuncinya rasul,"Dari keracunan MBG hingga diserangnya GSF. Dari eksploitasi alam di tanah air sendiri hingga genosida manusia di tanah yang diberkahi. Mari tetap berprasangka baik terhadap Allah ya, sahabat surga para pejuang Baitul Maqdis. Kita kuat kalau kita bersatu, itu kuncinya kata Rasul.",positive,0.5440618395805359
ramai keracunan mbg bikin anabel analisis jelek  wk we will see ya haahha,"Sebelum ramai keracunan MBG hari ini, gue pernah bikin anabel (analisis gembel) semacam ini wkwkwk

We will see yaa haahha https://t.co/kRpWKm8Vtx",negative,0.9988014698028564
mbg sasaran kah pemberiannya sekolah swasta menu sekolah anakku sebenarnya  walmur komplain sungkan tolak  dapur mbg dari  sekolah,"MBG ini sudah tepat sasaran kah pemberiannya?  bahkan sampe ke sekolah swasta dapat, menu hari ini di sekolah anakku 🫠

sebenernya walmur komplain, tp katanya sungkan mau nolak karena dapur mbg dekat dr sekolah 🙏🏻 https://t.co/UE1NsOJg61",negative,0.9940428137779236
teman-teman kerasa gasih sekarang  narasi buzzer tuh seakan keracunan mbg ngesabotase sengaja biar programnya terkesan jelek gagal,guys kerasa gasih kalo skrg narasi buzzer tuh seakan kasus keracunan MBG ada yang ngesabotase sengaja biar programnya terkesan jelek dan gagal,negative,0.9993498921394348
ahli gizi nya deh search ikan hiu bahaya tidak  dikonsumsi setahu ikan hiu dagingnya mengandung timbal zat2 berat terurai tubuh manusia parah anjing mbg nya ancur2 an dana nya triliunan,@somexthread Ini yang jadi ahli gizi nya siapa dah? Masa ga search dulu ikan hiu bahaya ato engga buat dikonsumsi. Setahu gue ikan hiu itu dagingnya mengandung timbal dan zat2 berat lainnya yang ga bisa terurai di tubuh manusia. Parah anjir mbg nya ancur2 an padahal dana nya triliunan,negative,0.9982842803001404
bupati bandung barat ritchie ismail jeje jurkam 02 kampanye ngelolosin program mbg,"@liputan6dotcom Bupati Bandung barat, ritchie ismail (jeje)  adalah jurkam 02 saat kampanye. Yg ngelolosin program mbg ini",neutral,0.9991708993911744
pertanggung pemilik dapur mbg nya,@humaniesproject Apakah ada pertanggung jawaban dari pemilik dapur MBG nya?,neutral,0.9444395303726196
semoga anak anggota dpr pejabrut negara dapett dahh mbg mbg enih,semoga anak2 anggota dpr dan pejabrut di negara ini pada dapett dahh mbg mbg enih,positive,0.5666491985321045
gara garanya mbg korban siswa,"Gara-garanya MBG 
Sehingga banyak korban siswa https://t.co/5C4fXG7bkE",negative,0.9980525970458984
setuju bagus pas kotak nasinya buka bau suruh bertanggung makan mbg,"@antono_putra Setuju...👍👍

Lebih bagus lagi, kalo pas kotak nasinya di buka trs bau, suruh yg bertanggung jawab makan itu MBG ...😂😂😂",positive,0.9952577948570251
kakak khawatir lihat menu mbg dimakan adik ,Lah aku sebagai kakak khawatir lihat menu mbg yg dimakan adek aku,negative,0.9357399344444276
jujur saking marahnya lihat berita mbg skip beritanya gabisaaaaa ujung2nya scroll baca,Jujur aku saking marahnya liat berita mbg sampe skip beritanya. Tapi gabisaaaaa ujung2nya aku scroll dan baca.,negative,0.9995142221450806
